KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,ESLi,ESLs,ESLg
377.03,1.7745,225,22,115.0924,0.0059,1.592928,0.000068,7,41,0.014,0.016,0.2,2.9,1,0.027,1264,0.000036,1,,1,1,0.06,0.244
379.01,2.5183,251,24,103.9955,0.003,6.71743,0.00014,13,54,0.018,0.012,0.8,1.3,3.1,0.074,1267,0.000068,3,1,,0.659,0.05,0.182
384.01,5.0735,176,30,107.4333,0.0036,5.07977,0.00012,4.7,9.5,0.015,0.0051,0.8,1,2,0.06,1143,0.00012,2,1,,0.778,0.061,0.218
385.01,3.4446,269,19,107.8373,0.0042,13.14613,0.0004,30,151,0.016,0.016,0.2,2.6,1.8,0.11,743,0.000077,2,NoObs,,0.812,0.155,0.354
386.01,5.3012,845,46,106.905,0.0029,31.15847,0.00063,47.12,0.75,0.02782,0.00038,0.029,0.036,3.4,0.2,623,0.000093,2,NoObs,,0.633,0.212,0.366
386.02,5.9833,660,24,133.6702,0.0064,76.735,0.0034,101.1,3.2,0.02374,0.00071,0.011,0.04,2.9,0.366,461,0.000097,2,NoObs,,0.678,0.369,0.5
387.01,3.3365,941,32,115.8646,0.003,13.89952,0.0003,28,98,0.031,0.02,0.5,1.9,2.5,0.1,534,0.000028,2,NoObs,,0.721,0.294,0.461
388.01,5.371,267,34,102.5496,0.0035,6.14974,0.00015,10,158,0.006,0.017,0,4.8,0.6,0.063,925,0.000041,2,NoObs,,0.886,0.104,0.304
392.01,7.3677,216,14,104.316,0.01,33.4205,0.0024,35.4,1.6,0.01417,0.00061,0.013,0.042,1.9,0.209,614,0.000046,3,NoObs,,0.794,0.218,0.416
393.01,6.7617,229,21,109.2556,0.0066,21.41586,0.00096,19,72,0.0152,0.0097,0.6,1.8,1.2,0.154,578,0.00012,2,NoObs,,0.942,0.279,0.512
398.01,4.7975,8729,155,103.085,0.001,51.84581,0.00033,80,14,0.092,0.0036,0.57,0.41,8.6,0.267,403,0.000014,2,3,,0.407,0.375,0.391
398.02,2.4429,1571,74,106.7183,0.0015,4.180054,0.000043,13.67,0.27,0.03726,0.00056,0.0002,-,3.5,0.05,932,0.000023,2,3,,0.625,0.096,0.244
398.03,1.7407,453,28,66.8188,0.0024,1.729364,0.000018,6.9,2.1,0.02047,0.00065,0.218,0.065,1.9,0.028,1246,-,4,,,0.794,0.051,0.202
401.01,5.3596,1986,100,118.4415,0.0013,29.19859,0.00029,45.63,0.38,0.041,0.00028,0.0002,-,6.2,0.19,629,0.000025,2,NoObs,,0.479,0.187,0.299
401.02,6.2359,1411,30,184.2868,0.0049,160.0112,0.0069,114,43,0.0434,0.0034,0.9,0.32,6.6,0.591,357,-,4,,,0.465,0.474,0.47
403.01,1.5859,1206,41,104.1305,0.0016,21.0569,0.00024,31.9,9.6,0.35598,0.00096,1.74,0.52,39.7,0.152,637,0.00001,3,,,0.178,0.123,0.148
408.01,3.1757,1369,63,106.0728,0.0015,7.381987,0.000074,18.92,0.29,0.03466,0.00041,0.0189,-,3.6,0.075,889,0.000044,2,1,,0.617,0.105,0.254
408.02,3.726,801,31,99.7951,0.0039,12.56093,0.00034,25.58,0.69,0.02735,0.00062,0.011,0.01,2.9,0.108,741,0.00005,2,1,,0.678,0.157,0.326
408.03,5.0363,676,20,85.9989,0.0061,30.82869,0.00088,49,315,0.024,0.032,0,3,2.6,0.196,550,-,4,,,0.71,0.278,0.444
409.01,4.3307,582,49,112.5253,0.0025,13.24874,0.00024,17,34,0.0247,0.0098,0.7,1.2,1.4,0.108,545,0.000046,2,,,0.892,0.297,0.515
410.01,1.8788,3744,211,109.28616,0.00033,7.216812,0.000017,14.5,4.4,0.1016,0.005,0.97,0.29,12.4,0.076,1009,-,2,,,0.337,0.063,0.146
412.01,3.0251,3335,226,103.32514,0.00037,4.147024,0.00001,11.416,0.052,0.05341,0.00019,0.0011,-,7.3,0.052,1211,0.000016,2,,,0.442,0.048,0.145
413.01,2.627,943,34,109.5582,0.0025,15.22926,0.00027,47.8,1.4,0.02991,0.00062,0.042,0.01,2.8,0.119,619,0.00012,2,,,0.688,0.222,0.391
415.01,7.0021,4456,118,178.1412,0.0014,166.7879,0.0019,229.111,0.016,0.062,0.063,0.006,0.01,7.7,0.611,352,0.000028,2,,,0.431,0.47,0.45
416.01,3.7319,1516,83,118.8413,0.0013,18.20811,0.00017,38.65,0.11,0.03601,0.00028,0.0038,-,2.9,0.131,536,0.000024,2,,,0.678,0.286,0.44
416.02,4.0059,1053,32,86.78,0.0033,88.2547,0.0013,115,200,0.035,0.012,0.78,0.97,2.8,0.376,317,-,4,,,0.688,0.657,0.672
417.01,2.4571,6216,185,109.96607,0.00044,19.193112,0.000062,36,11,0.0972,0.0017,0.84,0.25,9,0.142,608,0.000039,2,,,0.398,0.185,0.271
418.01,4.8665,11258,610,105.79613,0.00023,22.418338,0.000036,24.82,0.36,0.11484,0.00044,0.803,0.085,12.7,0.155,580,0.000031,2,,,0.333,0.187,0.25
419.01,2.7205,7097,292,122.38996,0.0003,20.13146,0.000044,42,13,0.09084,0.00037,0.65,0.19,7.5,0.146,573,0.000011,2,,,0.436,0.213,0.305
420.01,2.2582,2490,195,107.08404,0.0004,6.010401,0.000017,21,17,0.0474,0.0081,0.39,1,4.3,0.061,763,0.000014,2,,,0.57,0.138,0.281
421.01,2.6993,16119,687,105.81931,0.00025,4.4542074,0.000009,16.852,0.036,0.11481,0.00018,0.001,-,14.5,0.053,1068,0.000039,2,,,0.31,0.054,0.13
ﾆ422.01,9.0034,16242,274,183.63055,0.00071,200,-,136.12,0.016,0.13831,-,0.8077,-,16.5,0.692,333,0.000014,2,,,#N/A,#N/A,#N/A
423.01,6.0128,8420,241,135.856,0.00051,21.087391,0.000085,29.034,0.097,0.08496,0.00025,0.0003,-,9.6,0.154,685,0.000027,2,,,0.385,0.146,0.237
425.01,1.5268,11348,122,102.75274,0.00034,5.428352,0.000013,15,4.2,0.133,0.014,0.9,0.26,13.2,0.061,967,-,2,,,0.326,0.068,0.149
426.01,3.4978,836,36,105.1505,0.0027,16.30089,0.00035,37.91,0.94,0.02709,0.00055,0.029,0.01,3.5,0.13,773,0.000042,2,,,0.625,0.14,0.295
427.01,2.9072,1670,44,124.7364,0.002,24.6157,0.00034,38,11,0.0457,0.001,0.75,0.22,4.6,0.165,554,0.000011,2,,,0.552,0.249,0.371
428.01,6.8663,3529,361,105.51811,0.00049,6.873163,0.000023,8.103,0.017,0.05591,0.0001,0,0.01,5.6,0.073,959,0.000041,2,,,0.503,0.083,0.204
429.01,4.037,2667,150,105.52804,0.00079,8.600087,0.000048,17.1,0.1,0.04762,0.00023,0.027,0.017,4.8,0.081,760,0.000043,3,,,0.542,0.136,0.272
430.01,2.7448,1585,52,112.4041,0.0016,12.37645,0.00019,33,80,0.038,0.018,0.4,1.7,2.7,0.087,493,0.000014,2,,,0.699,0.334,0.483
431.01,3.158,1039,44,111.7122,0.002,18.86998,0.00031,36,84,0.033,0.015,0.7,1.3,3.6,0.139,622,0.000012,2,,,0.617,0.211,0.361
431.02,3.8717,768,24,87.3073,0.0045,46.90198,0.00094,51,68,0.032,0.008,0.88,0.66,3.5,0.254,460,-,4,,,0.625,0.359,0.474
432.01,2.1018,959,72,107.35008,0.0009,5.263436,0.000033,14,24,0.0321,0.0096,0.7,1.1,3.6,0.061,1049,0.000023,2,,,0.617,0.074,0.214
433.01,2.8751,2730,104,104.09249,0.00084,4.03042,0.000023,11,19,0.049,0.018,0.3,1.5,5.8,0.05,1076,0.000047,3,,,0.495,0.064,0.178
433.02,11.7758,12016,195,132.2029,0.0013,328.2403,0.0019,176.2,8.4,0.1133,0.0013,0.73,0.18,13.4,0.935,249,-,4,,,0.323,0.612,0.445
435.01,5.4169,1436,57,111.9483,0.0019,20.54902,0.00033,29.53,0.4,0.0352,0.00041,0.003,0.01,3,0.148,579,0.000022,2,,,0.668,0.248,0.407
438.01,2.3764,866,42,107.7956,0.0017,5.931204,0.00007,16,39,0.03,0.016,0.6,1.4,2.2,0.056,668,0.000023,2,,,0.759,0.2,0.39
439.01,2.1891,2065,201,103.44904,0.00038,1.9022064,0.000005,5.8,4.1,0.0447,0.0063,0.56,0.83,2.7,0.029,1014,0.000025,2,NoObs,,0.699,0.084,0.242
440.01,4.0463,907,41,110.9313,0.0023,15.90655,0.00027,22,47,0.031,0.014,0.7,1.2,2.8,0.12,576,0.000072,2,NoObs,,0.688,0.253,0.417
440.02,1.6038,689,36,103.8861,0.0015,4.973444,0.00005,23.7,0.77,0.02488,0.00048,0.031,0.048,2.2,0.055,850,0.000096,2,NoObs,,0.759,0.125,0.308
442.01,4.4306,392,26,104.6832,0.0043,13.53981,0.00041,23.22,0.68,0.01862,0.00048,0.008,0.01,1.9,0.113,722,0.000082,2,NoObs,,0.794,0.161,0.357
442.02,2.3333,173,23,67.5316,0.0036,1.732341,0.000026,6.29,0.2,0.01435,0.00037,0.06,-,1.4,0.029,1425,-,4,,,0.892,0.042,0.193
443.01,4.7403,686,44,113.0459,0.0027,16.21718,0.0003,26.46,0.44,0.02481,0.00037,0.0056,-,2.2,0.127,631,0.000037,2,,,0.759,0.222,0.411
444.01,4.0665,432,29,110.3174,0.0039,11.7228,0.00031,22,114,0.02,0.019,0,2.7,2,0.103,763,0.000084,2,NoObs,,0.778,0.142,0.332
446.01,2.7087,790,23,107.7539,0.0032,16.70916,0.00036,32,129,0.03,0.025,0.8,1.5,2.3,0.115,490,0.000024,2,NoObs,,0.746,0.346,0.508
446.02,3.7173,561,14,118.4722,0.0066,28.5532,0.0015,59,364,0.022,0.031,0.2,2.9,1.7,0.164,411,0.000026,2,NoObs,,0.83,0.449,0.61
448.01,2.862,1164,27,111.4491,0.0033,10.13961,0.00023,28.6,1.2,0.03002,0.00094,0.013,0.04,2.3,0.079,564,0.00017,2,NoObs,,0.746,0.271,0.449
448.02,5.0051,2158,33,127.4625,0.0037,43.6205,0.0013,45,38,0.0488,0.0088,0.79,0.67,3.8,0.21,346,0.00015,2,NoObs,,0.603,0.55,0.576
452.01,5.0013,422,50,102.9417,0.0025,3.705996,0.000064,5.758,0.08,0.01956,0.00025,0.0028,-,2.3,0.048,1242,0.000067,2,,,0.746,0.055,0.203
454.01,4.658,766,23,103.5546,0.0047,29.008,0.001,40,156,0.027,0.022,0.6,1.9,2.4,0.181,487,0.000028,2,,,0.733,0.347,0.505
456.01,4.2628,1007,51,104.4739,0.0023,13.70035,0.00023,25.57,0.38,0.03051,0.00039,0.009,0.022,3.1,0.114,714,0.000029,2,,,0.659,0.166,0.331
456.02,2.9208,222,18,67.0265,0.0054,4.30954,0.0001,13.06,0.56,0.01621,0.00054,0.0615,-,1.7,0.053,1047,-,4,,,0.83,0.078,0.254
457.01,1.8924,684,40,107.2985,0.0017,4.921331,0.000057,13,40,0.028,0.017,0.8,1.3,2.2,0.054,799,0.000032,2,,,0.759,0.141,0.327
458.01,4.0333,3084,60,141.0775,0.0018,53.71858,0.00079,49,15,0.0768,0.0062,0.93,0.28,10.5,0.286,515,0.000011,3,,,0.368,0.24,0.297
459.01,3.5933,899,47,103.1027,0.0022,19.44639,0.00036,24,20,0.0325,0.0045,0.84,0.59,3.7,0.144,664,0.000069,2,,,0.61,0.185,0.336
459.02,3.31,145,13,67.1191,0.0079,6.91977,0.00023,16.04,0.25,0.0113,0.00058,0.12,0.01,1.3,0.072,939,-,4,,,0.916,0.106,0.312
460.01,4.2947,1332,64,109.0751,0.0018,17.58782,0.00022,32.97,0.43,0.03389,0.00036,0.031,0.036,4.3,0.134,696,0.000071,2,,,0.57,0.165,0.307
463.01,2.2233,2610,60,118.2658,0.0014,18.47817,0.00019,83.5,2.1,0.04736,0.00092,0.0236,-,3.5,0.107,398,0.000079,2,NoObs,,0.625,0.452,0.532
464.01,6.327,5126,162,129.55353,0.00077,58.3625,0.00033,76.39,0.36,0.06667,0.00028,0.0095,-,7.1,0.295,430,0.000027,2,1,,0.448,0.351,0.397
464.02,2.2822,668,42,128.7576,0.0023,5.350243,0.000097,17,74,0.025,0.022,0.4,2.3,2.7,0.06,953,0.000051,2,1,,0.699,0.095,0.258
ﾆ465.01,7.8994,1483,25,137.0202,0.0047,350,-,177,53,0.0442,0.0015,0.82,0.24,4.8,1.002,266,0.000032,3,,,#N/A,#N/A,#N/A
466.01,2.1253,2512,71,103.53919,0.00086,9.391009,0.000057,31.7,9.5,0.04855,0.00057,0.216,0.065,3.1,0.087,679,-,2,,,0.659,0.183,0.348
467.01,4.8878,2916,129,115.4428,0.0011,18.00891,0.00013,29.66,0.19,0.05027,0.00026,0.002,-,5,0.136,636,0.000018,2,,,0.531,0.19,0.318
468.01,3.2229,1426,48,107.5957,0.0019,22.18452,0.0003,58.1,1.2,0.03537,0.00057,0.019,-,3.5,0.151,538,0.000037,2,,,0.625,0.275,0.414
469.01,1.5075,2258,80,107.60632,0.00065,10.329116,0.00005,24.7,7.4,0.0612,0.0029,0.9,0.27,5.5,0.095,782,0.000016,2,,,0.508,0.126,0.253
470.01,1.9936,2270,140,104.15067,0.00048,3.750839,0.000012,13,13,0.0464,0.0088,0.5,1,4,0.047,997,0.000047,2,,,0.589,0.081,0.218
471.01,3.6749,465,24,104.7317,0.0048,21.34737,0.00069,25,58,0.0242,0.0095,0.84,0.98,2,0.151,551,0.000046,3,,,0.778,0.261,0.451
472.01,3.4034,1349,85,106.5627,0.0012,4.243748,0.000035,9.95,0.11,0.03403,0.0003,0.0015,-,3.2,0.052,1023,0.000015,2,,,0.65,0.08,0.228
473.01,2.3654,815,36,113.6359,0.0023,12.70512,0.00021,43.8,1.3,0.02715,0.0006,0.0281,-,2.2,0.105,629,0.000056,2,,,0.759,0.224,0.412
474.01,3.1718,493,32,109.72,0.0027,10.94564,0.0002,27,132,0.021,0.018,0.2,2.6,2.3,0.1,863,0.000024,2,,,0.746,0.12,0.299
474.02,3.3543,412,17,67.7739,0.0059,28.98843,0.00077,47,309,0.021,0.027,0.7,2.1,2.3,0.191,625,-,4,,,0.746,0.225,0.409
475.01,2.5576,697,27,109.7,0.003,8.18066,0.00017,25.89,0.96,0.02514,0.00071,0.0033,-,2.4,0.078,740,0.000016,2,1,,0.733,0.162,0.345
475.02,2.882,818,26,104.7906,0.0035,15.31341,0.00037,33,154,0.028,0.027,0.6,2.1,2.6,0.118,602,0.000015,2,1,,0.71,0.236,0.409
476.01,2.9423,685,22,111.4386,0.0038,18.42776,0.0005,40,188,0.025,0.025,0.6,2,2.4,0.133,567,0.00003,2,,,0.733,0.267,0.442
477.01,3.7966,760,28,102.6428,0.0038,16.54318,0.00044,28,98,0.027,0.02,0.6,1.8,2.6,0.125,593,0.000059,2,,,0.71,0.243,0.415
478.01,1.7873,1759,62,104.1148,0.0011,11.023452,0.000085,21.4,6.4,0.0515,0.0018,0.9,0.27,4.5,0.079,522,0.000037,3,NoObs,,0.558,0.277,0.393
479.01,5.3442,1019,48,126.387,0.0025,34.18966,0.00069,41,85,0.031,0.012,0.6,1.4,3.2,0.209,518,0.000013,2,NoObs,,0.65,0.298,0.44
480.01,2.0071,678,37,105.3089,0.0015,4.301702,0.000044,14,51,0.027,0.019,0.6,1.8,2.7,0.052,985,0.000025,2,,,0.699,0.089,0.249
481.01,2.7127,910,56,104.969,0.0015,7.650377,0.000079,19,40,0.029,0.013,0.6,1.4,2.5,0.075,738,0.000027,2,1,,0.721,0.162,0.342
481.02,1.69,388,42,102.8291,0.0016,1.554014,0.000017,7,17,0.0197,0.0098,0.1,1.8,1.7,0.026,1253,0.000033,2,1,,0.83,0.053,0.209
481.03,4.8919,962,38,116.228,0.0039,34.2603,0.00092,28,14,0.0355,0.0034,0.87,0.41,3,0.202,450,0.000028,2,1,,0.668,0.382,0.505
483.01,3.0292,762,50,106.2564,0.0017,4.798596,0.000077,9,18,0.028,0.011,0.7,1.2,2.3,0.055,866,0.000017,2,,,0.746,0.119,0.298
484.01,3.6637,968,38,108.059,0.0024,17.20516,0.0003,36.19,0.83,0.02881,0.00051,0.029,0.041,2,0.125,509,0.000024,2,,,0.778,0.3,0.483
486.01,5.1182,625,31,102.4949,0.0041,22.1831,0.00058,26,84,0.025,0.015,0.6,1.6,1.4,0.152,454,0.000025,2,,,0.892,0.405,0.601
487.01,3.0191,602,26,106.0424,0.0033,7.65867,0.00017,21.02,0.78,0.02338,0.00067,0.0423,-,2.4,0.077,837,0.000031,3,,,0.733,0.127,0.305
488.01,3.3557,433,17,109.447,0.0048,9.37924,0.00032,14,61,0.021,0.015,0.8,1.5,2.2,0.088,797,0.000047,3,,,0.759,0.142,0.328
490.01,2.3764,382,12,105.8695,0.007,4.39312,0.00021,10,76,0.021,0.033,0.7,2.2,2.3,0.051,932,0.000079,3,NoObs,,0.746,0.102,0.276
490.03,2.8056,360,26,67.0685,0.0035,7.4063,0.00011,13,57,0.021,0.017,0.8,1.6,2.2,0.072,784,-,4,,,0.759,0.147,0.334
492.01,6.3675,819,34,127.7091,0.0038,29.91151,0.00093,38.59,0.81,0.02692,0.00051,0.014,0.01,3.7,0.192,607,0.00011,2,,,0.61,0.219,0.366
494.01,3.752,957,26,121.7839,0.0035,25.69719,0.00067,44,152,0.031,0.024,0.6,1.8,1.8,0.157,388,0.00012,2,,,0.812,0.482,0.625
496.01,1.539,376,8,102.8045,0.0067,1.616844,0.000073,5,1.5,0.021,0.0026,0.66,0.2,2.7,0.027,1514,0.00005,3,NoObs,,0.699,0.034,0.155
497.01,4.9474,516,32,108.6103,0.0036,13.19281,0.00032,15,37,0.0233,0.0095,0.7,1.3,2.5,0.113,785,0.00013,2,,,0.721,0.143,0.321
497.02,3.6013,148,13,67.5572,0.0082,4.4255,0.00015,6,24,0.016,0.013,0.8,1.3,1.7,0.054,1135,-,4,,,0.83,0.065,0.233
499.01,2.4759,373,24,107.5364,0.0032,9.66856,0.00022,18,79,0.021,0.016,0.8,1.5,2,0.089,750,0.00012,2,,,0.778,0.147,0.338
500.01,2.5052,1343,51,109.4766,0.0017,7.053478,0.000083,22.62,0.47,0.03412,0.00054,0.0244,-,2.7,0.063,642,0.00011,2,1,,0.699,0.208,0.382
500.02,2.4154,1306,44,110.4801,0.0021,9.5217,0.00014,29,83,0.035,0.023,0.4,1.8,2.8,0.076,584,0.0001,2,1,,0.688,0.247,0.412
500.03,2.0724,400,22,67.025,0.0035,3.072166,0.000046,11.53,0.6,0.01825,0.00074,0.0162,-,1.5,0.036,849,-,4,,,0.87,0.125,0.33
500.04,2.0486,490,22,67.5914,0.0034,4.645353,0.000067,11,51,0.026,0.023,0.8,1.5,2.1,0.047,743,-,4,,,0.773,0.164,0.356
500.05,1.4084,266,22,66.1708,0.0027,0.986779,0.000012,5,19,0.015,0.014,0.4,2.2,1.2,0.017,1235,-,4,,,0.942,0.06,0.238
501.01,7.9692,451,20,103.3382,0.0086,24.794,0.0015,23,123,0.02,0.02,0.2,2.7,2.1,0.169,580,0.0002,2,,,0.773,0.261,0.449
503.01,2.6971,1303,41,105.9557,0.0018,8.22236,0.0001,24.44,0.6,0.03383,0.00065,0,0.01,2.5,0.067,575,0.000025,2,,,0.721,0.258,0.432
504.01,5.3925,626,23,132.256,0.0043,40.6068,0.0015,58,1.8,0.02324,0.00066,0.017,0.028,1.7,0.228,411,0.00012,2,,,0.83,0.449,0.61
505.01,2.9555,594,29,107.809,0.0026,13.76725,0.00025,39.7,1.4,0.02282,0.0006,0.011,0.01,3.1,0.113,734,0.000024,2,,,0.659,0.158,0.322
506.01,1.147,670,61,102.96485,0.00078,1.5831619,0.0000085,12.11,0.26,0.02594,0.00045,0.0211,-,2.5,0.027,1468,0.000046,3,,,0.721,0.037,0.164
507.01,3.5887,1454,26,106.4976,0.0026,18.49248,0.00032,36,150,0.039,0.033,0.5,2.1,4.3,0.136,619,0.00015,2,,,0.57,0.206,0.343
508.01,3.5907,685,46,102.5153,0.002,7.93059,0.00011,12,23,0.0272,0.0099,0.7,1.1,3.8,0.08,965,0.000025,2,1,,0.603,0.088,0.23
508.02,4.0833,645,33,113.2053,0.0031,16.66519,0.00038,27,84,0.025,0.015,0.6,1.7,3.5,0.131,754,0.000026,2,1,,0.625,0.147,0.303
509.01,2.7553,789,50,102.7129,0.0018,4.167068,0.000051,9,24,0.028,0.014,0.6,1.5,2.7,0.051,988,0.00019,2,,,0.699,0.088,0.248
509.02,2.7152,840,33,70.3827,0.0028,11.46349,0.00014,23,94,0.03,0.025,0.7,1.6,2.9,0.1,705,-,4,,,0.678,0.173,0.342
510.01,2.7078,410,29,102.8992,0.0026,2.940409,0.000053,5,16,0.023,0.012,0.8,1.2,2.7,0.041,1208,0.000031,2,1,,0.699,0.057,0.2
510.02,3.1918,492,25,108.4732,0.0033,6.38914,0.00015,12,46,0.023,0.017,0.7,1.8,2.7,0.068,938,0.000029,2,1,,0.699,0.098,0.262
511.01,3.2069,596,43,103.5031,0.0021,8.00573,0.00012,19.76,0.4,0.02329,0.00038,0.0106,-,2.8,0.081,936,0.000056,2,,,0.688,0.098,0.26
512.01,3.3326,474,20,105.921,0.0044,6.5098,0.0002,15,90,0.02,0.025,0.4,2.6,2.6,0.069,985,0.000022,3,,,0.71,0.089,0.252
513.01,7.0369,800,33,103.0988,0.0042,35.18059,0.00096,39.22,0.74,0.02732,0.0005,0.006,0.01,2.7,0.217,563,0.000032,2,,,0.699,0.265,0.43
517.01,2.0898,694,55,104.2588,0.0012,2.75236,0.000024,7,15,0.028,0.011,0.8,1.1,3.6,0.039,1343,0.000026,2,NoObs,,0.617,0.043,0.163
518.01,3.0039,927,50,114.9745,0.002,13.98172,0.00019,36.78,0.72,0.02854,0.00041,0.027,0.035,2.4,0.107,567,0.000027,2,1,,0.733,0.267,0.442
518.02,5.0627,525,21,143.7633,0.0076,43.9985,0.0025,57,224,0.023,0.019,0.5,2,1.9,0.23,387,0.000031,2,1,,0.794,0.476,0.615
519.01,4.1728,545,23,111.3384,0.005,11.90376,0.00043,16,66,0.024,0.017,0.7,1.8,2.4,0.104,768,0.000042,2,,,0.733,0.151,0.332
520.01,3.445,816,39,103.3046,0.0025,12.7599,0.00022,19,41,0.03,0.012,0.8,1.1,3.1,0.105,668,0.000077,2,,,0.659,0.189,0.353
520.02,2.3531,260,16,71.3679,0.0049,5.43316,0.00012,11,62,0.019,0.02,0.8,1.7,2,0.06,884,-,4,,,0.778,0.106,0.287
520.03,2.7291,668,22,69.4611,0.004,25.75125,0.00044,62,396,0.027,0.034,0.7,2.3,2.8,0.168,528,-,4,,,0.688,0.295,0.45
521.01,3.074,1200,57,105.0012,0.0017,10.16104,0.00012,23,64,0.033,0.016,0.5,1.7,3.9,0.094,868,0.00003,3,,,0.596,0.109,0.254
522.01,2.8393,1042,39,102.9428,0.0022,12.83012,0.00019,35.55,0.15,0.03071,0.00052,0.0148,-,1.9,0.106,580,0.00011,2,,,0.794,0.242,0.439
523.01,4.8395,3125,81,131.2301,0.0014,49.41297,0.00062,43.4,4.8,0.0629,0.0015,0.88,0.19,7.3,0.272,519,0.000015,2,,,0.442,0.255,0.336
523.02,7.2861,586,21,71.9294,0.0081,36.8539,0.0014,39.6089,0.0058,0.02,0.19,0.073,0.014,2.7,0.223,573,-,4,,,0.699,0.257,0.423
524.01,2.3748,923,56,105.0022,0.0014,4.592522,0.000042,15.85,0.3,0.02923,0.00041,0.0227,-,2.3,0.053,838,0.000021,2,,,0.746,0.127,0.308
525.01,2.1406,1110,34,106.6783,0.0023,11.53219,0.00019,52,2,0.03138,0.00085,0.026,0.045,4.3,0.102,850,0.000097,2,,,0.57,0.111,0.252
526.01,1.7639,853,73,104.04377,0.0008,2.104719,0.000012,6,10,0.0305,0.0088,0.7,1,2.6,0.032,1203,0.000041,2,,,0.71,0.058,0.203
528.01,3.3634,648,38,109.6802,0.0023,9.57676,0.00016,17,44,0.025,0.012,0.7,1.4,3.1,0.09,855,0.000023,2,,,0.659,0.116,0.277
528.02,6.0786,886,26,73.1959,0.006,96.6704,0.0024,130.6,3.9,0.02763,0.00072,0.031,0.06,3.4,0.419,396,-,4,,,0.633,0.458,0.539
528.03,2.4763,662,23,78.0287,0.0039,20.55273,0.00034,61,625,0.026,0.053,0.6,3.1,3.2,0.149,664,-,4,,,0.65,0.19,0.352
530.01,2.1729,522,18,103.3025,0.0036,10.94062,0.00026,40.2,3,0.0197,0.0011,0.001,0.01,1.3,0.095,619,0.000027,2,NoObs,,0.916,0.241,0.47
531.01,1.3319,2593,156,103.88016,0.00035,3.6874622,0.0000089,26,19,0.0554,0.0076,0.52,0.86,4.3,0.038,749,0.000016,3,,1,0.57,0.143,0.286
532.01,3.1402,579,42,106.6964,0.0022,4.221737,0.000066,11.06,0.23,0.02321,0.0004,0.0195,-,2.3,0.052,1089,0.000017,2,,,0.746,0.074,0.234
533.01,4.2317,609,23,104.7024,0.0052,16.54915,0.0006,32.7,1.1,0.02425,0.00065,0.031,0.057,2.6,0.126,641,0.000017,2,,,0.71,0.21,0.386
534.01,1.8349,693,31,107.0234,0.0021,6.400136,0.000094,17,67,0.03,0.022,0.8,1.4,2,0.065,706,0.000058,2,NoObs,,0.778,0.165,0.358
534.02,1.8465,384,27,104.0967,0.0025,2.735879,0.000047,12.24,0.46,0.02015,0.00059,0.0291,-,1.4,0.037,936,0.000068,2,NoObs,,0.892,0.105,0.306
535.01,4.5283,1014,89,104.1811,0.0014,5.852997,0.000054,10.152,0.089,0.02989,0.00023,0.0075,-,3.3,0.065,1011,0.000054,2,,,0.641,0.081,0.228
536.01,7.5537,1126,29,111.5934,0.0054,162.3361,0.0078,150.1292,0.0072,0.03241,-,0.4793,-,3,0.588,296,0.000017,2,,,0.668,0.713,0.69
537.01,2.4773,413,34,103.7859,0.0022,2.820204,0.000057,6,18,0.022,0.011,0.7,1.4,1.4,0.039,1003,0.00002,2,,,0.892,0.09,0.284
538.01,5.3723,607,30,104.6569,0.0044,21.2147,0.00074,20,38,0.0255,0.0082,0.8,1,2.9,0.155,683,0.000036,2,,,0.678,0.183,0.353
541.01,3.4665,521,18,113.3505,0.0044,13.64591,0.00044,20,89,0.025,0.02,0.8,1.5,1.9,0.11,603,0.00003,2,,,0.794,0.226,0.423
542.01,5.8419,543,21,111.6873,0.0058,41.8867,0.0017,55.7,1.8,0.02195,0.00066,0.023,0.028,2.7,0.241,526,0.000035,3,,,0.699,0.299,0.457
543.01,1.9101,694,36,106.4363,0.0019,4.302187,0.000057,17.38,0.52,0.02529,0.00057,0.0378,-,1.9,0.05,844,0.000035,2,,,0.794,0.118,0.306
543.02,1.8077,304,18,66.5566,0.0038,3.137846,0.000051,15.57,0.68,0.02041,0.00067,0.0847,-,1.5,0.041,932,-,4,,,0.87,0.103,0.3
546.01,6.2656,776,28,103.1884,0.0048,20.68457,0.00068,26.2,0.66,0.02575,0.0006,0.003,0.01,2.8,0.152,673,0.000028,3,,,0.688,0.19,0.361
547.01,4.4977,2050,68,121.059,0.0017,25.30298,0.0003,44.79,0.56,0.04137,0.00043,0.0096,-,3.5,0.164,489,0.000028,2,,,0.625,0.324,0.45
548.01,4.0011,583,25,122.7062,0.0042,21.30056,0.00071,30,111,0.026,0.016,0.7,1.7,2.6,0.155,654,0.000024,3,NoObs,,0.71,0.203,0.379
550.01,4.1038,539,33,111.5233,0.0031,13.02371,0.00027,25.5,0.64,0.02143,0.00047,0.032,0.01,1.8,0.109,660,0.00011,2,NoObs,,0.812,0.194,0.397
551.01,3.2954,564,24,111.8449,0.0039,11.63684,0.00034,19,75,0.025,0.018,0.7,1.6,2.1,0.101,688,0.00013,3,,,0.773,0.19,0.384
